title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe,category
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Lateral Raise (Cable),,,1.0,normal,4.0,18.0,,,,Shoulders
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Lateral Raise (Cable),,,2.0,normal,4.0,18.0,,,,Shoulders
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Torso Rotation,,,0.0,normal,40.0,12.0,,,,Abdominals
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Torso Rotation,,,1.0,normal,40.0,12.0,,,,Abdominals
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Torso Rotation,,,2.0,normal,40.0,10.0,,,,Abdominals
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Back Extension (Weighted Hyperextension),,,0.0,normal,,10.0,,,,Lower Back
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Back Extension (Weighted Hyperextension),,,1.0,normal,10.0,8.0,,,,Lower Back
Shoulder abs,"29 Jul 2023, 18:41","29 Jul 2023, 19:40",Wieso ist durchsichtiges Wasser Blau? Genau!,Back Extension (Weighted Hyperextension),,,2.0,normal,10.0,8.0,,,,Lower Back
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Seated Cable Row - Bar Grip,,,0.0,normal,35.0,10.0,,,,Upper Back
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Seated Cable Row - Bar Grip,,,1.0,normal,50.0,8.0,,,,Upper Back
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Seated Cable Row - Bar Grip,,,2.0,normal,50.0,8.0,,,,Upper Back
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Seated Cable Row - Bar Grip,,,3.0,normal,50.0,8.0,,,,Upper Back
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Lat Pulldown (Cable),,,0.0,normal,45.0,8.0,,,,Lats
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Lat Pulldown (Cable),,,1.0,normal,50.0,8.0,,,,Lats
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Lat Pulldown (Cable),,,2.0,normal,50.0,8.0,,,,Lats
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Incline Bench Press (Dumbbell),,,0.0,normal,16.0,8.0,,,,Chest
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Incline Bench Press (Dumbbell),,,1.0,normal,16.0,8.0,,,,Chest
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Incline Bench Press (Dumbbell),,,2.0,normal,14.0,10.0,,,,Chest
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Butterfly (Pec Deck),,,0.0,normal,42.5,10.0,,,,custom
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Butterfly (Pec Deck),,,1.0,normal,47.5,8.0,,,,custom
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Bicep Curl (Machine),,,0.0,normal,25.0,8.0,,,,Biceps
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Bicep Curl (Machine),,,1.0,normal,22.5,8.0,,,,Biceps
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Bicep Curl (Machine),,,2.0,normal,22.5,8.0,,,,Biceps
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Triceps Rope Pushdown,,,0.0,normal,17.5,8.0,,,,Triceps
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Triceps Rope Pushdown,,,1.0,normal,17.5,8.0,,,,Triceps
Upper,"19 Jul 2023, 18:30","19 Jul 2023, 19:18",,Triceps Rope Pushdown,,,2.0,normal,17.5,8.0,,,,Triceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Lat Pulldown (Cable),,,0.0,warmup,35.0,12.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Lat Pulldown (Cable),,,1.0,normal,50.0,8.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Lat Pulldown (Cable),,,2.0,normal,50.0,8.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Lat Pulldown (Cable),,,3.0,normal,50.0,8.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Iso-Lateral Row (Machine),,,0.0,normal,80.0,8.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Iso-Lateral Row (Machine),,,1.0,normal,80.0,8.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Iso-Lateral Row (Machine),,,2.0,normal,70.0,10.0,,,,Lats
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Back Extension (Weighted Hyperextension),,,0.0,normal,,10.0,,,,Lower Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Back Extension (Weighted Hyperextension),,,1.0,normal,10.0,8.0,,,,Lower Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Back Extension (Weighted Hyperextension),,,2.0,normal,10.0,8.0,,,,Lower Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Reverse Pulldown,,,0.0,normal,45.0,8.0,,,,custom
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Reverse Pulldown,,,1.0,normal,45.0,8.0,,,,custom
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Reverse Pulldown,,,2.0,normal,45.0,8.0,,,,custom
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Seated Cable Row - Bar Grip,,,0.0,normal,50.0,8.0,,,,Upper Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Seated Cable Row - Bar Grip,,,1.0,normal,50.0,10.0,,,,Upper Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Seated Cable Row - Bar Grip,,,2.0,normal,50.0,10.0,,,,Upper Back
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,EZ Bar Biceps Curl,,,0.0,normal,18.0,10.0,,,,Biceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,EZ Bar Biceps Curl,,,1.0,normal,18.0,8.0,,,,Biceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,EZ Bar Biceps Curl,,,2.0,normal,16.0,10.0,,,,Biceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Hammer Curl (Cable),,,0.0,normal,12.5,8.0,,,,Biceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Hammer Curl (Cable),,,1.0,normal,12.5,8.0,,,,Biceps
Back bizeps,"7 Jul 2023, 17:29","7 Jul 2023, 18:31",Stone is hard,Hammer Curl (Cable),,,2.0,normal,12.5,8.0,,,,Biceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Bench Press (Barbell),,,0.0,warmup,40.0,10.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Bench Press (Barbell),,,1.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Bench Press (Barbell),,,2.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Bench Press (Barbell),,,3.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Incline Bench Press (Dumbbell),,,0.0,normal,16.0,8.0,,,,Chest
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Incline Bench Press (Dumbbell),,,1.0,normal,16.0,8.0,,,,Chest
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Incline Bench Press (Dumbbell),,,2.0,normal,16.0,8.0,,,,Chest
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Butterfly (Pec Deck),,,0.0,normal,47.5,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Butterfly (Pec Deck),,,1.0,normal,47.5,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Chest Dip (Assisted),,,0.0,normal,35.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Chest Dip (Assisted),,,1.0,normal,35.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Chest Dip (Assisted),,,2.0,normal,35.0,8.0,,,,custom
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Skullcrusher (Barbell),,,0.0,normal,15.0,10.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Skullcrusher (Barbell),,,1.0,normal,15.0,10.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Skullcrusher (Barbell),,,2.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Triceps Rope Pushdown,,,0.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Triceps Rope Pushdown,,,1.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Triceps Rope Pushdown,,,2.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Triceps Rope Pushdown,,,3.0,normal,5.0,20.0,,,,Triceps
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Face Pull,,,0.0,normal,21.5,8.0,,,,Shoulders
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Face Pull,,,1.0,normal,21.5,8.0,,,,Shoulders
Chest/Trizeps,"5 Jul 2023, 21:37","5 Jul 2023, 22:30",Wind is windy,Face Pull,,,2.0,normal,21.5,8.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Overhead Press (Barbell),,,0.0,normal,20.0,12.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Overhead Press (Barbell),,,1.0,normal,25.0,10.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Overhead Press (Barbell),,,2.0,normal,25.0,8.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Overhead Press (Barbell),,,3.0,normal,30.0,6.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Lateral Raise (Machine),,Sitz höher stellen is the key noob hahaha,0.0,normal,25.0,8.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Lateral Raise (Machine),,Sitz höher stellen is the key noob hahaha,1.0,normal,22.5,8.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Lateral Raise (Machine),,Sitz höher stellen is the key noob hahaha,2.0,normal,20.0,8.0,,,,Shoulders
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Rear Delt Reverse Fly (Machine),,,0.0,normal,27.5,8.0,,,,Upper Back
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Rear Delt Reverse Fly (Machine),,,1.0,normal,27.5,9.0,,,,Upper Back
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Rear Delt Reverse Fly (Machine),,,2.0,normal,27.5,8.0,,,,Upper Back
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Seated Calf Raise,,,0.0,normal,20.0,10.0,,,,Calves
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Seated Calf Raise,,,1.0,normal,20.0,10.0,,,,Calves
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Seated Calf Raise,,,2.0,normal,20.0,8.0,,,,Calves
Cardio Schulter Waden Muskeln Training,"2 Jul 2023, 20:30","2 Jul 2023, 21:15",,Treadmill,,,0.0,normal,,,2.0,720.0,,Cardio
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Lat Pulldown (Cable),,60kg too much....for now!!! :),0.0,warmup,35.0,12.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Lat Pulldown (Cable),,60kg too much....for now!!! :),1.0,normal,50.0,8.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Lat Pulldown (Cable),,60kg too much....for now!!! :),2.0,normal,60.0,4.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Lat Pulldown (Cable),,60kg too much....for now!!! :),3.0,normal,50.0,4.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Lat Pulldown (Cable),,60kg too much....for now!!! :),4.0,normal,50.0,8.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Iso-Lateral Row (Machine),,,0.0,normal,80.0,8.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Iso-Lateral Row (Machine),,,1.0,normal,80.0,8.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Iso-Lateral Row (Machine),,,2.0,normal,70.0,8.0,,,,Lats
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Back Extension (Weighted Hyperextension),,,0.0,normal,,10.0,,,,Lower Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Back Extension (Weighted Hyperextension),,,1.0,normal,10.0,8.0,,,,Lower Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Back Extension (Weighted Hyperextension),,,2.0,normal,10.0,8.0,,,,Lower Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Reverse Pulldown,,,0.0,normal,40.0,10.0,,,,custom
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Reverse Pulldown,,,1.0,normal,45.0,8.0,,,,custom
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Reverse Pulldown,,,2.0,normal,45.0,7.0,,,,custom
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Seated Cable Row - Bar Grip,,,0.0,normal,50.0,8.0,,,,Upper Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Seated Cable Row - Bar Grip,,,1.0,normal,50.0,8.0,,,,Upper Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Seated Cable Row - Bar Grip,,,2.0,normal,50.0,8.0,,,,Upper Back
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,EZ Bar Biceps Curl,,,0.0,normal,18.0,10.0,,,,Biceps
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,EZ Bar Biceps Curl,,,1.0,normal,16.5,10.0,,,,Biceps
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,EZ Bar Biceps Curl,,,2.0,normal,16.5,10.0,,,,Biceps
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Hammer Curl (Cable),,,0.0,normal,12.5,10.0,,,,Biceps
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Hammer Curl (Cable),,,1.0,normal,12.5,8.0,,,,Biceps
Back bizeps,"30 Jun 2023, 21:43","30 Jun 2023, 22:30",Fire is hot🔥,Hammer Curl (Cable),,,2.0,normal,12.5,8.0,,,,Biceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Bench Press (Barbell),,,0.0,warmup,40.0,10.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Bench Press (Barbell),,,1.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Bench Press (Barbell),,,2.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Bench Press (Barbell),,,3.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Incline Bench Press (Dumbbell),,,0.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Incline Bench Press (Dumbbell),,,1.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Incline Bench Press (Dumbbell),,,2.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Butterfly (Pec Deck),,,0.0,normal,47.5,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Butterfly (Pec Deck),,,1.0,normal,47.5,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Chest Dip (Assisted),,,0.0,normal,35.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Chest Dip (Assisted),,,1.0,normal,35.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Chest Dip (Assisted),,,2.0,normal,40.0,8.0,,,,custom
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Skullcrusher (Barbell),,,0.0,normal,15.0,10.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Skullcrusher (Barbell),,,1.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Skullcrusher (Barbell),,,2.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Triceps Rope Pushdown,,,0.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Triceps Rope Pushdown,,,1.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Triceps Rope Pushdown,,,2.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Triceps Rope Pushdown,,,3.0,normal,5.0,20.0,,,,Triceps
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Face Pull,,,0.0,normal,21.5,8.0,,,,Shoulders
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Face Pull,,,1.0,normal,21.5,8.0,,,,Shoulders
Chest/Trizeps,"27 Jun 2023, 21:59","27 Jun 2023, 22:57",Water is wet,Face Pull,,,2.0,normal,21.5,8.0,,,,Shoulders
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Squat (Barbell),,,0.0,warmup,40.0,8.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Squat (Barbell),,,1.0,normal,55.0,8.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Squat (Barbell),,,2.0,normal,55.0,8.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Squat (Barbell),,,3.0,normal,60.0,8.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Split Squat (Dumbbell),,,0.0,normal,28.0,10.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Split Squat (Dumbbell),,,1.0,normal,28.0,10.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Split Squat (Dumbbell),,,2.0,normal,20.0,10.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Press (Machine),,,0.0,normal,80.0,10.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Press (Machine),,,1.0,normal,80.0,10.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Press (Machine),,,2.0,normal,80.0,8.0,,,,Quadriceps
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Hip Abduction (Machine),,,0.0,normal,47.5,12.0,,,,Glutes
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Hip Abduction (Machine),,,1.0,normal,50.0,12.0,,,,Glutes
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Hip Abduction (Machine),,,2.0,normal,50.0,10.0,,,,Glutes
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Crunch (Machine),,,0.0,normal,45.0,12.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Crunch (Machine),,,1.0,normal,45.0,12.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Crunch (Machine),,,2.0,normal,45.0,12.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Torso Rotation,,,0.0,normal,40.0,12.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Torso Rotation,,,1.0,normal,40.0,12.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Raise Parallel Bars,,,0.0,normal,,8.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Raise Parallel Bars,,,1.0,normal,,8.0,,,,Abdominals
Leggings,"26 Jun 2023, 22:13","26 Jun 2023, 23:31",,Leg Raise Parallel Bars,,,2.0,normal,,8.0,,,,Abdominals
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Bench Press (Barbell),,,0.0,warmup,40.0,10.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Bench Press (Barbell),,,1.0,normal,50.0,10.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Bench Press (Barbell),,,2.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Bench Press (Barbell),,,3.0,normal,55.0,8.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Incline Bench Press (Dumbbell),,,0.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Incline Bench Press (Dumbbell),,,1.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Incline Bench Press (Dumbbell),,,2.0,normal,18.0,8.0,,,,Chest
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Butterfly (Pec Deck),,,0.0,normal,45.0,8.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Butterfly (Pec Deck),,,1.0,normal,45.0,8.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Butterfly (Pec Deck),,,2.0,normal,45.0,8.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Chest Dip (Assisted),,Too hard,0.0,normal,35.0,6.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Chest Dip (Assisted),,Too hard,1.0,normal,40.0,6.0,,,,custom
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Skullcrusher (Barbell),,,0.0,normal,15.0,10.0,,,,Triceps
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Skullcrusher (Barbell),,,1.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Skullcrusher (Barbell),,,2.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Triceps Rope Pushdown,,,0.0,normal,17.5,8.0,,,,Triceps
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Triceps Rope Pushdown,,,1.0,normal,15.0,8.0,,,,Triceps
Chest/Trizeps,"22 Jun 2023, 17:12","22 Jun 2023, 18:05",,Triceps Rope Pushdown,,,2.0,normal,15.0,8.0,,,,Triceps
